"","projects_uID","name_agency","project_title","donors","project_status","ongoing_ability","new_project_funding","funding_amount","pillars","projects_activities","other_activities","implimenting_partner","regions","districts"
"132","ID-141","Ministry of Security","Surviellence","NA","ongoing_project","yes",NA,0,"Coordination,Infection prevention,Surveillance,Case management,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none,  Logistics, Human resource",NA,"","acholi ankole bukedi bunyoro busoga elgon kampala karamoja kigezi lango northbuganda southbuganda teso toro westnile","lamwo omoro amuru kitgum gulu agago pader nwoya, ibanda sheema rubirizi ntungamo mbarara mitooma kiruhura buhweju bushenyi isingiro rwampara kazo, butebo busia budaka tororo butaleja pallisa kibuku, masindi kagadi kibaale kikuube buliisa kakumiro kiryandongo hoima, kamuli iganga namayingo luuka kaliro jinja buyende namutumba bugiri mayuge bugweri, kween bukwo kapchorwa bududa manafwa sironko mbale namisindwa bulambuli, kampala, moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk karenga, rukungiri rubanda rukiga kanungu kisoro kabale, alebtong kole amolatar dokolo apac lira otuke oyam kwania, buikwe luwero nakasongola mubende buvuma kayunga kyankwanzi kiboga mukono nakaseke mityana kassanda, masaka kalangala wakiso bukomansimbi mpigi lwengo lyantonde ssembabule butambala kalungu kyotera gomba rakai, bukedea kaberamaido soroti serere amuria katakwi kumi ngora kapelebyong kalaki, kabarole bunyangabu kyegegwa kyenjojo kasese kamwenge ntoroko bundibugyo kitagwenda, maracha pakwach zombo yumbe adjumani arua nebbi koboko moyo madiokollo obongi"
"133","ID-142","United States Agency for International Development","Uganda Health Supply Chain (UHSC)","us, NA","ongoing_project","yes",NA,4e+05,"Coordination,Infection prevention,Surveillance,Case management,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none,  Logistics, Human resource",NA,"Management Sciences for Health (MSH), Management Sciences for Health (MSH), Management Sciences for Health (MSH)","kampala, kampala","kampala, kampala"
"134","ID-143","United States Agency for International Development","Communication for Health Communities","us, NA","ongoing_project","yes",NA,4e+05,"Coordination,Infection prevention,Surveillance,Case management,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none, personnel, Logistics, Human resource",NA,"FHI 360, FHI 360","kampala, kampala","kampala, kampala"
"135","ID-144","Humanity & Inclusion","Physical Rehabilitation for Persons with Disabilities","us, NA","ongoing_project","yes",NA,2e+05,"Coordination,Infection prevention,Surveillance,Case management,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, personnel, Logistics, Human resource","continuation of acute care for person with disabilities","","westnile","arua"
"136","ID-145","Humanity & Inclusion","Mental Health and Psycho-social Support","eu, NA","ongoing_project","yes",NA,1e+05,"Coordination,Infection prevention,Surveillance,Case management,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, supplies personnel, Logistics, Human resource",NA,"","bunyoro toro, bunyoro toro, busoga toro","kikuube, kyegegwa, kikuube"
"137","ID-146","Humanity & Inclusion","Home based Inclusive Education for Children with Disabilities","Pooled funds, NA","new_project",NA,"yes",31000,"Coordination,Infection prevention,Surveillance,Case management,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, mhpss_counsellors, supplies personnel, Logistics, Human resource","provision of home based learning for children with disabilities","","westnile","yumbe arua obongi"
"138","ID-147","World Health Organisation","WHO WHE internal response fund","who, NA","ongoing_project","yes",NA,1e+05,"Coordination,Infection prevention,Surveillance,Case management,ICT innovations,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, dig_self_followup budget_tracking_activity_reporting e_meetings telemedicine_protocals implement_elmis telemedicine_approach strengthen_district_data telemedicine_orientation, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, cash supplies personnel, Logistics, Human resource",NA,"","acholi ankole bukedi bunyoro busoga elgon kampala karamoja kigezi lango northbuganda southbuganda teso toro westnile","lamwo omoro amuru kitgum gulu agago pader nwoya, ibanda sheema rubirizi ntungamo mbarara mitooma kiruhura buhweju bushenyi isingiro rwampara kazo, butebo busia budaka tororo butaleja pallisa kibuku, masindi kagadi kibaale kikuube buliisa kakumiro kiryandongo hoima, kamuli iganga namayingo luuka kaliro jinja buyende namutumba bugiri mayuge bugweri, kween bukwo kapchorwa bududa manafwa sironko mbale namisindwa bulambuli, kampala, moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk karenga, rukungiri rubanda rukiga kanungu kisoro kabale, alebtong kole amolatar dokolo apac lira otuke oyam kwania, buikwe luwero nakasongola mubende buvuma kayunga kyankwanzi kiboga mukono nakaseke mityana kassanda, masaka kalangala wakiso bukomansimbi mpigi lwengo lyantonde ssembabule butambala kalungu kyotera gomba rakai, bukedea kaberamaido soroti serere amuria katakwi kumi ngora kapelebyong kalaki, kabarole bunyangabu kyegegwa kyenjojo kasese kamwenge ntoroko bundibugyo kitagwenda, maracha pakwach zombo yumbe adjumani arua nebbi koboko moyo madiokollo obongi"
"139","ID-148","World Health Organisation","IRISH AID","ireland, NA","new_project",NA,"yes",899122,"Coordination,Infection prevention,Surveillance,Case management,ICT innovations,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, implement_elmis telemedicine_approach telemedicine_orientation, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, cash supplies personnel, Logistics, Human resource",NA,"","acholi ankole bukedi bunyoro busoga elgon kampala karamoja kigezi lango northbuganda southbuganda teso toro westnile","lamwo omoro amuru kitgum gulu agago pader nwoya, ibanda sheema rubirizi ntungamo mbarara mitooma kiruhura buhweju bushenyi isingiro rwampara kazo, butebo busia budaka tororo butaleja pallisa kibuku, masindi kagadi kibaale kikuube buliisa kakumiro kiryandongo hoima, kamuli iganga namayingo luuka kaliro jinja buyende namutumba bugiri mayuge bugweri, kween bukwo kapchorwa bududa manafwa sironko mbale namisindwa bulambuli, kampala, moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk karenga, rukungiri rubanda rukiga kanungu kisoro kabale, alebtong kole amolatar dokolo apac lira otuke oyam kwania, buikwe luwero nakasongola mubende buvuma kayunga kyankwanzi kiboga mukono nakaseke mityana kassanda, masaka kalangala wakiso bukomansimbi mpigi lwengo lyantonde ssembabule butambala kalungu kyotera gomba rakai, bukedea kaberamaido soroti serere amuria katakwi kumi ngora kapelebyong kalaki, kabarole bunyangabu kyegegwa kyenjojo kasese kamwenge ntoroko bundibugyo kitagwenda, maracha pakwach zombo yumbe adjumani arua nebbi koboko moyo madiokollo obongi"
"140","ID-149","World Health Organisation","DFID","uk, NA","new_project",NA,"yes",620716,"Coordination,Infection prevention,Surveillance,Case management,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none,  Logistics, Human resource",NA,"","acholi ankole bukedi bunyoro busoga elgon kampala karamoja kigezi lango northbuganda southbuganda teso toro westnile","lamwo omoro amuru kitgum gulu agago pader nwoya, ibanda sheema rubirizi ntungamo mbarara mitooma kiruhura buhweju bushenyi isingiro rwampara kazo, butebo busia budaka tororo butaleja pallisa kibuku, masindi kagadi kibaale kikuube buliisa kakumiro kiryandongo hoima, kamuli iganga namayingo luuka kaliro jinja buyende namutumba bugiri mayuge bugweri, kween bukwo kapchorwa bududa manafwa sironko mbale namisindwa bulambuli, kampala, moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk karenga, rukungiri rubanda rukiga kanungu kisoro kabale, alebtong kole amolatar dokolo apac lira otuke oyam kwania, buikwe luwero nakasongola mubende buvuma kayunga kyankwanzi kiboga mukono nakaseke mityana kassanda, masaka kalangala wakiso bukomansimbi mpigi lwengo lyantonde ssembabule butambala kalungu kyotera gomba rakai, bukedea kaberamaido soroti serere amuria katakwi kumi ngora kapelebyong kalaki, kabarole bunyangabu kyegegwa kyenjojo kasese kamwenge ntoroko bundibugyo kitagwenda, maracha pakwach zombo yumbe adjumani arua nebbi koboko moyo madiokollo obongi"
"141","ID-150","World Health Organisation","DANISH","denmark, NA","new_project",NA,"yes",1425771,"Coordination,Infection prevention,Surveillance,Case management,Mental health,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials,  Logistics, Human resource",NA,"","acholi ankole bukedi bunyoro busoga elgon kampala karamoja kigezi lango northbuganda southbuganda teso toro westnile","lamwo omoro amuru kitgum gulu agago pader nwoya, ibanda sheema rubirizi ntungamo mbarara mitooma kiruhura buhweju bushenyi isingiro rwampara, butebo busia budaka tororo butaleja pallisa kibuku, masindi kagadi kibaale kikuube buliisa kakumiro kiryandongo hoima, kamuli iganga namayingo luuka kaliro jinja buyende namutumba bugiri mayuge bugweri, kween bukwo kapchorwa bududa manafwa sironko mbale namisindwa bulambuli, kampala, moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk karenga, rukungiri rubanda rukiga kanungu kisoro kabale, alebtong kole amolatar dokolo apac lira otuke oyam kwania, buikwe luwero nakasongola mubende buvuma kayunga kyankwanzi kiboga mukono nakaseke mityana kassanda, masaka kalangala wakiso bukomansimbi mpigi lwengo lyantonde ssembabule butambala kalungu kyotera gomba rakai, bukedea kaberamaido soroti serere amuria katakwi kumi ngora kapelebyong kalaki, kabarole bunyangabu kyegegwa kyenjojo kasese kamwenge ntoroko bundibugyo kitagwenda, maracha pakwach zombo yumbe adjumani arua nebbi koboko moyo madiokollo obongi"
"142","ID-151","United States Agency for International Development","Community Epidemic and Pandemic Preparedness (CP3)","us, NA","ongoing_project","yes",NA,157500,"Coordination,Infection prevention,Surveillance,Case management,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none, personnel, Logistics, Human resource",NA,"International Federation of the Red Cross (IFRC)","kampala","kampala"
"143","ID-152","United States Agency for International Development","Medicines, Technologies, and Pharmaceutical Services (MTaPS)","us, NA","ongoing_project","yes",NA,150000,"Coordination,Infection prevention,Surveillance,Case management,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none,  Logistics, Human resource",NA,"Management Sciences for Health","kampala","kampala"
"144","ID-153","United States Agency for International Development","Regional Health Integration to Enhance Services in Eastern Uganda (RHITES-E)","us, NA","ongoing_project","yes",NA,3e+05,"Coordination,Infection prevention,Surveillance,Case management,ICT innovations,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, e_meetings strengthen_district_data, none,  Logistics, Human resource",NA,"Intrahealth International, Intrahealth International, Intrahealth International, Intrahealth International","bukedi elgon teso","butebo busia budaka tororo butaleja pallisa kibuku, kween bukwo kapchorwa bududa manafwa sironko mbale namisindwa bulambuli, bukedea kaberamaido soroti serere amuria katakwi kumi ngora kapelebyong kalaki"
"145","ID-154","United States Agency for International Development","Regional Health Integration to Enhance Services in East Central Uganda (RHITES-EC)","us, NA","ongoing_project","yes",NA,3e+05,"Coordination,Infection prevention,Surveillance,Case management,ICT innovations,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, e_meetings strengthen_district_data, none,  Logistics, Human resource",NA,"University Research Co., LLC, University Research Co., LLC, University Research Co., LLC, University Research Co., LLC","busoga","kamuli iganga namayingo luuka kaliro jinja buyende namutumba bugiri mayuge bugweri"
"146","ID-155","United States Agency for International Development","Regional Health Integration to Enhance Services in Southwest Uganda (RHITES-SW)","us, NA","ongoing_project","yes",NA,308000,"Coordination,Infection prevention,Surveillance,Case management,ICT innovations,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, e_meetings strengthen_district_data, none,  Logistics, Human resource",NA,"Elizabeth Glaser Pediatric AIDS Foundation (EGPAF), Elizabeth Glaser Pediatric AIDS Foundation (EGPAF), Elizabeth Glaser Pediatric AIDS Foundation (EGPAF), Elizabeth Glaser Pediatric AIDS Foundation (EGPAF), Elizabeth Glaser Pediatric AIDS Foundation (EGPAF)","ankole kigezi","ibanda sheema rubirizi ntungamo mbarara mitooma kiruhura buhweju bushenyi isingiro rwampara kazo, rukungiri rubanda rukiga kanungu kisoro kabale"
"147","ID-156","United States Agency for International Development","Regional Health Integration to Enhance Services in North Lango Uganda (RHITES-N Lango)","us, NA","ongoing_project","yes",NA,3e+05,"Coordination,Infection prevention,Surveillance,Case management,ICT innovations,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, e_meetings strengthen_district_data, none,  Logistics, Human resource",NA,"John Snow Inc., John Snow Inc., John Snow Inc., John Snow Inc.","lango","alebtong kole amolatar dokolo apac lira otuke oyam kwania"
"148","ID-157","United States Agency for International Development","Regional Health Integration to Enhance Services in North Acholi, Uganda (RHITES-N Acholi)","us, NA","ongoing_project","yes",NA,3e+05,"Coordination,Infection prevention,Surveillance,Case management,ICT innovations,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, e_meetings strengthen_district_data, none,  Logistics, Human resource",NA,"University Research Co., LLC, University Research Co., LLC, University Research Co., LLC","acholi","lamwo omoro amuru kitgum gulu agago pader nwoya"
"149","ID-158","Lutheran World Federation","Promoting Sustainable Livelihoods, Environmental Protection and Psycho social Support among South Sudan Refugees and Host Community in Adjumani Refugee Settlement.","Bread for the World – Protestant Development Service, NA","ongoing_project","yes",NA,9931,"Coordination,Infection prevention,Surveillance,Case management,WASH,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, support_engagements_with_authorities procure_wash_infrastructure, other, mhpss_counsellors, cash supplies personnel, Logistics, Human resource",NA,"","westnile","adjumani"
"150","ID-159","Lutheran World Federation","Protection of Human dignity for Congolese and South Sudanese refugees in Uganda","Church of Sweden/ SIDA, NA","ongoing_project","yes",NA,64907,"Coordination,Infection prevention,Surveillance,Case management,WASH,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, other, mhpss_counsellors other, cash personnel, Logistics, Human resource","Traing of VHTs, CBOs and local leaders on COVID 19 prevention and Response, Training Staff on COVID 19 Prevention","","acholi toro westnile, acholi toro westnile","lamwo, kamwenge, adjumani, lamwo"
"151","ID-160","Amref Health Africa in Uganda","SRHR project  in Amuru - Incoporated COVID -19 activities","Flying Doctors  Amref Netherlands, internal_funding","ongoing_project","yes",NA,25906,"Coordination,Infection prevention,Surveillance,Case management,WASH,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, other, none, cash supplies personnel, Logistics, Human resource",NA,"this is implemented by Amref Health Africa only, Amref Health Africa, amref Health Africa","acholi","amuru"
"152","ID-161","Amref Health Africa in Uganda","Total Health  project","Flying Doctors  Amref Netherlands, NA","ongoing_project","yes",NA,30000,"Coordination,Infection prevention,Surveillance,Case management,WASH,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, other, none, supplies personnel, Logistics, Human resource",NA,"","acholi","amuru"
"153","ID-162","Amref Health Africa in Uganda","Ebola PROJECT","Flying Doctors  Amref Netherlands, NA","ongoing_project","yes",NA,25000,"Coordination,Infection prevention,Surveillance,Case management,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none, supplies, Logistics, Human resource",NA,"","westnile","arua"
"154","ID-163","Amref Health Africa in Uganda","MEDICAL SPECIALISED OUT REACH","Flying Doctors  Amref Netherlands, NA","ongoing_project","yes",NA,21371,"Coordination,Infection prevention,Surveillance,Case management,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none, cash supplies, Logistics, Human resource",NA,"","acholi karamoja","lamwo kitgum, kaabong"
"155","ID-164","CARE International ","Advancing Women's Economic Empowerment and Resilience in Humanitarian setting","unwomen, NA","ongoing_project","yes",NA,16000,"Coordination,Infection prevention,Surveillance,Case management,WASH,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, other, none, cash personnel, Logistics, Human resource",NA,"","westnile","yumbe adjumani"
"156","ID-165","CARE International ","Lifesaving GBV, Women’s Leadership, and SRMH Support for Refugees in Uganda – 2020-2022, CARE","Canada - Global affairs Canada, NA","ongoing_project","yes",NA,16500,"Coordination,Infection prevention,Surveillance,Case management,WASH,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, other, mhpss_counsellors, cash personnel, Logistics, Human resource",NA,"","westnile","arua"
"157","ID-166","Save the Children International","Apolou COVID 19 Response","Mercy Corps/USAID, NA","ongoing_project","yes",NA,64294,"Coordination,Infection prevention,Surveillance,Case management,WASH,ICT innovations,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, procure_wash_infrastructure, telecoms_call_center, other, supplies, Logistics, Human resource",NA,"District Taskforce","karamoja","moroto kaabong kotido amudat karenga"
"158","ID-167","CARE International","Access Protection Empowerment Accountability & Leadership (APEAL)","European Civil Protection & Humanitarian Aid Operations (ECHO), NA","ongoing_project","yes",NA,67426,"Coordination,Infection prevention,Surveillance,Case management,ICT innovations,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, emergency_hotline, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, supplies, Logistics, Human resource","COVID 19 S/GBV Prevention/Case Management Response, Reducing the Effects of COVID 19 to Young Women and adolescent girls through Child Protection and Menstrual Health Management, Access to livelihood opportunities during COVID 19 through Youth/Village Savings & Loans Associations. Inclusion of Persons With Disabilities (PWD's) in COVID 19 response","SCI, IRC, WoMena uganda, Kabarole Resource & Research Center, Humanity Inclusion, War Child Holland, Uganda Law Society, TPO Uganda, SCI, IRC, WoMena uganda, Kabarole Resource & Research Center, Humanity Inclusion, War Child Holland, Uganda Law Society, TPO Uganda, TPO Uganda, War Child Holland, TPO Uganda, Humanity Inclusion (HI), SCI, IRC, WoMena uganda, Kabarole Resource & Research Center, Humanity Inclusion, War Child Holland, Uganda Law Society, TPO Uganda","bunyoro toro, bunyoro toro","kikuube, kyegegwa, kikuube"
"159","ID-168","Lutheran World Federation","SALIMA (Safeguarding Lives with Integrated Multi-sector Assistance)","PRM, NA","ongoing_project","yes",NA,80000,"Coordination,Infection prevention,Surveillance,Case management,WASH,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees other, other, none, supplies personnel, Logistics, Human resource",NA,"","acholi bunyoro westnile, acholi bunyoro westnile, bunyoro westnile","lamwo, kikuube, adjumani obongi, lamwo"
"160","ID-169","Cordaid","WASH for COVID-19 outbreak prevention","internal_funding","new_project",NA,"yes",204400,"Coordination,Infection prevention,Surveillance,Case management,WASH,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, other, mhpss_counsellors mhpss_services_supervisor_monitor, cash supplies, Logistics, Human resource",NA,"","bunyoro westnile, bunyoro westnile, westnile","kikuube, arua, kikuube"
"161","ID-170","Clinton Health Access Initiative","COVID-19 Activities Only","UNITAID, Bill and Melinda Gates Foundation, ELMA Foundation, NA","ongoing_project","yes",NA,7e+05,"Coordination,Infection prevention,Surveillance,Case management,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none,  Logistics, Human resource",NA,"","bunyoro busoga kampala northbuganda southbuganda, busoga northbuganda, busoga","kagadi kibaale kakumiro, kamuli iganga kaliro jinja, kampala, mubende mityana kassanda, masaka lwengo, jinja, mubende, kamuli iganga kaliro"
"162","ID-171","Save the Children International","SCI COVID 19 Response Program","Multiple donors  funding existing projects, NA","new_project",NA,"yes",303582,"Coordination,Infection prevention,Surveillance,Case management,WASH,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, procure_wash_infrastructure, other, mhpss_counsellors, cash supplies personnel, Logistics, Human resource",NA,"N.A, Direct implementation, Direct implementation, Direct implementation, CTEN in West Nile, Direct Implementation, Direct Implementation","bunyoro southbuganda toro westnile, acholi bunyoro toro westnile, karamoja, acholi bunyoro karamoja southbuganda toro westnile, acholi bunyoro kampala karamoja southbuganda toro westnile, acholi karamoja southbuganda westnile, kampala","kikuube, wakiso, kyegegwa kasese kamwenge ntoroko bundibugyo, yumbe adjumani arua, omoro amuru gulu, kikuube, kasese ntoroko bundibugyo, yumbe arua, moroto kaabong kotido amudat karenga, omoro amuru gulu nwoya, kikuube kiryandongo, moroto nakapiripirit napak nabilatuk karenga, lamwo omoro amuru gulu nwoya, kampala, moroto kaabong nakapiripirit kotido napak amudat nabilatuk karenga, kabarole kyegegwa kasese kamwenge ntoroko bundibugyo, nwoya, nakapiripirit napak nabilatuk, yumbe, omoro, moroto, arua"
"163","ID-172","Lutheran World Federation","Provision of protection, legal, community services, SGBV, WASH, Energy and Environment Services for Refugees and Asylum seekers residing in Adjumani, Moyo and Lamwo","unhcr, NA","ongoing_project","yes",NA,450000,"Coordination,Infection prevention,Surveillance,Case management,WASH,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees other, other, mhpss_counsellors mhpss_services_supervisor_monitor other, cash supplies personnel, Logistics, Human resource","Support house holds of PSNs with Non conditional cash grant; Maintenance and care services for protection house","URDMC","acholi westnile, acholi westnile","lamwo, adjumani obongi, lamwo"
"164","ID-173","Infectious Diseases Institute, Makerere University","nCoV 2019 country planning grant","Resolve to Save Lives, NA","new_project",NA,"yes",49000,"Coordination,Infection prevention,Surveillance,Case management,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none, cash, Logistics, Human resource",NA,"","kampala, kampala","kampala, kampala"
"165","ID-174","Infectious Diseases Institute, Makerere University","COVID-19 country Response Grant","Resolve to Save Lives, NA","new_project",NA,"yes",458602,"Coordination,Infection prevention,Surveillance,Case management,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none,  Logistics, Human resource",NA,"","bunyoro kampala westnile, bukedi, bunyoro kampala westnile","masindi kagadi kibaale kikuube buliisa kakumiro kiryandongo hoima, kampala, maracha pakwach zombo yumbe adjumani arua nebbi koboko moyo madiokollo obongi, busia tororo, masindi kagadi kibaale kikuube buliisa kakumiro kiryandongo hoima"
"166","ID-175","Infectious Diseases Institute, Makerere University","Global Health Security Partner Engagement Project","us, NA","ongoing_project","yes",NA,4e+05,"Coordination,Infection prevention,Surveillance,Case management,ICT innovations,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, software_dev strengthen_district_data, none, personnel, Logistics, Human resource",NA,"HISP","kampala kigezi westnile","kampala, kanungu kisoro kabale, maracha pakwach zombo yumbe adjumani arua nebbi koboko moyo madiokollo obongi"
"167","ID-176","The Water Trust","Covid-19 activities only","Vibrant Village Foundation, Charity Water, Internal, German Embassy, internal_funding","new_project",NA,"yes",25000,"Coordination,Infection prevention,Surveillance,Case management,WASH,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, procure_wash_infrastructure support_community_engagement_meetings support_operationalization_of_wash_committees, other, none, supplies personnel, Logistics, Human resource",NA,"District govt., None, Working with Districts Kiryandongo and Masindi, District govt.","bunyoro","masindi kiryandongo"
"168","ID-177","Makerere University Walter Reed Project","MUWRP has received reagents for testing COVID-19 from USAMRIID through the USAMRD-A GEIS laboratory network and have started COVID-19 testing from samples routinely collected under the ILI/SARI/influenza surveillance program samples. MUWRP ILI/SARI/influenza surveillance protocol also supports sentinel surveillance system in 4 hospitals in Uganda (Gulu, Jinja, Mulago and Kiruddu) MUWRP runs an animal influenza surveillance program with similar laboratory capabilities at Makerere University main campus and could be supported to ramp up testing where required. Makerere University Walter Project (MUWRP) supports Mukono, Kayunga, Buikwe and Buvuma districts to ensure continuity of treatment for close to 52,000 PLHIV during the COVID-19 pandemic. In collaboration with District COVID-19 task forces and the district Health Teams, MUWRP supports; IPC training for HCWs and community structures that support HIV/TB service delivery, building capacity of DHTs to provide Virtual supervision and technical assistance to health facilities, Multi-month dispensing and decentralization of delivery of medications, maintain PLHIV on ART/TB, intensifies forecasting and last mile delivery for Health Commodities and community mobilization to maintain the gains of the HIV PEPFAR program for continued access to ART/TB services.","us, NA","ongoing_project","yes",NA,2e+06,"Coordination,Infection prevention,Surveillance,Case management,WASH,ICT innovations,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, virtual_eoc_lisence e_meetings telemedicine_protocals implement_elmis software_dev emergency_hotline telemedicine_approach strengthen_district_data telemedicine_orientation, mhpss_services_supervisor_monitor, cash supplies personnel, Logistics, Human resource",NA,"MUkono, kayunga, Buvuma and Buikwe Local Governments, Mukono, Kayunga, Buvuma and Buikwe Local Governments","busoga kampala northbuganda toro, busoga northbuganda, acholi busoga kampala northbuganda, acholi busoga kampala northbuganda toro, busoga kampala, northbuganda, kampala northbuganda","jinja, kampala, buikwe nakasongola buvuma kayunga mukono, kabarole kasese, jinja, gulu, buikwe nakasongola buvuma kayunga, kabarole, buikwe buvuma kayunga mukono"
"169","ID-178","Makerere University Walter Reed Project","MUWRP","us, NA","ongoing_project","yes",NA,1,"Coordination,Infection prevention,Surveillance,Case management,WASH,ICT innovations,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, e_meetings telemedicine_protocals implement_elmis software_dev emergency_hotline telemedicine_approach strengthen_district_data telemedicine_orientation, other, cash supplies personnel, Logistics, Human resource",NA,"","northbuganda, kampala northbuganda","buikwe buvuma kayunga mukono, kampala, buikwe buvuma kayunga mukono"
"170","ID-179","AYUDA EN ACCION UGANDA","To contribute to saving and preserving lives by reducing the negative health and economic impacts of COVID-19 pandemic in Adjumani District","internal_funding","new_project",NA,"yes",232726,"Coordination,Infection prevention,Surveillance,Case management,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, mhpss_services_supervisor_monitor, cash supplies, Logistics, Human resource",NA,"Jesuit Refugee Service (JRS), Community Empowerment for Rural Development (CEFORD) & Global Aim, Jesuit Refugee Service (JRS), Community Empowerment for Rural Development (CEFORD) & Global Aim, Jesuit Refugee Service (JRS) and Community Empowerment for Rural Development (CEFORD), Jesuit Refugee Service & Community Empowerment for Rural Development (CEFORD), Jesuit Refugee Service (JRS), Community Empowerment for Rural Development (CEFORD) & Global Aim, Jesuit Refugee Service (JRS), Community Empowerment for Rural Development (CEFORD) & Global Aim","westnile","adjumani"
