"","projects_uID","name_agency","project_title","donors","project_status","ongoing_ability","new_project_funding","funding_amount","pillars","projects_activities","other_activities","implimenting_partner","regions","districts"
"125","ID-134","International Rescue Committee (IRC)","Ebola Preparedness in Communities at High Risk of Receiving Ebola Cases Imported from DRC","Seamont foundation","ongoing_project","yes",NA,"20000","Infection prevention,WASH,Risk communications","none, procure_ipc, none,  none, procure_wash_infrastructure, none, none, supplies personnel, none, none",NA,"","bunyoro toro","kagadi, kyegegwa"
"126","ID-135","International Rescue Committee (IRC)","Epidemic preparedness and response and life saving health services to newly arrived refugees and vulnerable host populations","eu","new_project",NA,"yes","255000","Coordination,Infection prevention,Surveillance,Laboratory,Case management,WASH,Risk communications,Logistics,Human resources","tech_support_lg, procure_ipc ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission, rapid_risk_capacity_assessment_district distribute_tools orient_workers_surveillance case_investigation contact_tracing_followup,  activate_ambulance medicine_home_isolation, hygiene_promotion_sensitization support_community_engagement_meetings, none, none, supplies personnel, procure_ppe ambulances_procurement procure_medical_equipment, recruitment_costs surge_staff compensation_responders compensation_health_providers",NA,"","acholi bunyoro toro westnile","lamwo, kagadi, kasese, yumbe arua madiokollo"
"127","ID-136","International Rescue Committee (IRC)","Access, protection, empowerment, accountability, and leadership","eu","new_project",NA,"yes","16000","Mental health,Risk communications","none, none, none,  none, none, none, mhpss_services_supervisor_monitor, supplies personnel, none, none",NA,"","toro","kyegegwa"
"128","ID-137","International Rescue Committee (IRC)","Unrestricted internal emergency response funds from IRC","Internal Funding","new_project",NA,"yes","72000","Infection prevention,Case management,Logistics","none, procure_ipc, none,  activate_ambulance, none, none, none,  procure_ppe procure_medicine procure_waste_management_supplies procure_medical_equipment procure_sanitizer, none",NA,"","acholi bunyoro kampala toro westnile","lamwo, kagadi, kampala, kyegegwa kasese, yumbe arua"
"129","ID-138","Living Goods","Supporting government to have a coordinated community response on prevention detection and response to COVID-19","us","ongoing_project","yes",NA,"250000","Coordination,Infection prevention,WASH,ICT innovations,Mental health,Risk communications,Logistics,Human resources","national_task_force_district_task_force information_product tech_support_lg moh_support_lg ehd_districts_wash other, adapted_ipc_standard_operating_procedures, none,  none, support_engagements_with_authorities procure_wash_infrastructure, e_meetings emergency_hotline strengthen_district_data, other, supplies personnel, other, facilitate_response_teams","Developed bguidelines fofr the MONH for covid 19","DL, DL and Community Health workers","busoga elgon kampala southbuganda teso, elgon kampala lango southbuganda, elgon lango southbuganda","kamuli iganga jinja, mbale, kampala, masaka wakiso, soroti, sironko mbale, lira"
"130","ID-139","Oxfam","Support for Community Based Initiatives for COVID-19 Preparedness and Response in Rhino/Omugo Refugee Settlement, Arua, Uganda","eu","new_project",NA,"yes","107000","Infection prevention,WASH,Risk communications","none, procure_ipc, none,  none, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, none, none, supplies, none, none",NA,"YSAT, YSAT, Oxfam, YSAT, Oxfam","westnile","arua"
"131","ID-140","Oxfam","COVID-19 activities","eu","ongoing_project","yes",NA,"38903","WASH,Risk communications","none, none, none,  none, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, none, none, supplies, none, none","Improving the safety and self-reliance of conflict affected displaced populations and host communities in DRC and Uganda:  Integrated WASH, EFSVL and Protection","","toro","kyegegwa"
"132","ID-141","Ministry of Security","Surviellence","NA","ongoing_project","yes",NA,"0","Surveillance,Laboratory","none, none, case_investigation contact_tracing_followup containment_measures_geographic,  none, none, none, none,  none, none",NA,"","acholi ankole bukedi bunyoro busoga elgon kampala karamoja kigezi lango northbuganda southbuganda teso toro westnile","lamwo omoro amuru kitgum gulu agago pader nwoya, ibanda sheema rubirizi ntungamo mbarara mitooma kiruhura buhweju bushenyi isingiro rwampara kazo, butebo busia budaka tororo butaleja pallisa kibuku, masindi kagadi kibaale kikuube buliisa kakumiro kiryandongo hoima, kamuli iganga namayingo luuka kaliro jinja buyende namutumba bugiri mayuge bugweri, kween bukwo kapchorwa bududa manafwa sironko mbale namisindwa bulambuli, kampala, moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk karenga, rukungiri rubanda rukiga kanungu kisoro kabale, alebtong kole amolatar dokolo apac lira otuke oyam kwania, buikwe luwero nakasongola mubende buvuma kayunga kyankwanzi kiboga mukono nakaseke mityana kassanda, masaka kalangala wakiso bukomansimbi mpigi lwengo lyantonde ssembabule butambala kalungu kyotera gomba rakai, bukedea kaberamaido soroti serere amuria katakwi kumi ngora kapelebyong kalaki, kabarole bunyangabu kyegegwa kyenjojo kasese kamwenge ntoroko bundibugyo kitagwenda, maracha pakwach zombo yumbe adjumani arua nebbi koboko moyo madiokollo obongi"
"133","ID-142","United States Agency for International Development","Uganda Health Supply Chain (UHSC)","us","ongoing_project","yes",NA,"4e+05","Coordination,Logistics,Human resources","other, none, none,  none, none, none, none,  other, surge_staff other",NA,"Management Sciences for Health (MSH), Management Sciences for Health (MSH), Management Sciences for Health (MSH)","kampala, kampala","kampala, kampala"
"134","ID-143","United States Agency for International Development","Communication for Health Communities","us","ongoing_project","yes",NA,"4e+05","Coordination,Risk communications","other, none, none,  none, none, none, none, personnel, none, none",NA,"FHI 360, FHI 360","kampala, kampala","kampala, kampala"
"135","ID-144","Humanity & Inclusion","Physical Rehabilitation for Persons with Disabilities","us","ongoing_project","yes",NA,"2e+05","Mental health,Risk communications,Logistics","none, none, none,  none, none, none, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, personnel, procure_ppe procure_thermometers procure_sanitizer procure_soap, none","continuation of acute care for person with disabilities","","westnile","arua"
"136","ID-145","Humanity & Inclusion","Mental Health and Psycho-social Support","eu","ongoing_project","yes",NA,"1e+05","Mental health,Risk communications,Logistics","none, none, none,  none, none, none, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, supplies personnel, procure_ppe procure_waste_management_supplies procure_thermometers, none",NA,"","bunyoro toro, bunyoro toro, busoga toro","kikuube, kyegegwa, kikuube"
"137","ID-146","Humanity & Inclusion","Home based Inclusive Education for Children with Disabilities","Pooled funds","new_project",NA,"yes","31000","Mental health,Risk communications","none, none, none,  none, none, none, mhpss_counsellors, supplies personnel, none, none","provision of home based learning for children with disabilities","","westnile","yumbe arua obongi"
"138","ID-147","World Health Organisation","WHO WHE internal response fund","who","ongoing_project","yes",NA,"1e+05","Coordination,Infection prevention,Surveillance,Laboratory,Case management,ICT innovations,Mental health,Risk communications,Logistics,Human resources","national_task_force_district_task_force information_product orientation_surge deploy_national_rapid_response tech_support_lg moh_support_lg ehd_districts_wash, adapted_ipc_standard_operating_procedures procure_ipc ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission surveillance_hospitals, rapid_risk_capacity_assessment_district surveillance_guidelines_training distribute_tools orient_workers_surveillance training_field_guide_border entry_point_supervisors case_investigation risk_centre_identification contact_tracing_followup containment_measures_geographic,  orientation_workers_rrh orientation_detection_linking_kampala orientation_detection_linking_isolation_facilities assess_readiness activate_ambulance orientation_workers_icu, none, dig_self_followup budget_tracking_activity_reporting e_meetings telemedicine_protocals implement_elmis telemedicine_approach strengthen_district_data telemedicine_orientation, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, cash supplies personnel, procure_ppe procure_medicine procure_waste_management_supplies procure_blood_testing procure_thermoscanners procure_thermometers offloading_transport fuel transport_medical_staff ambulances_procurement procurement_motorcycles procurement_surveillance_vehicles med_equipment_maintenance print_statutory_instrument procure_sanitizer, recruitment_costs surge_staff lab_field_sample_central facilitate_response_teams surge_staff_moh",NA,"","acholi ankole bukedi bunyoro busoga elgon kampala karamoja kigezi lango northbuganda southbuganda teso toro westnile","lamwo omoro amuru kitgum gulu agago pader nwoya, ibanda sheema rubirizi ntungamo mbarara mitooma kiruhura buhweju bushenyi isingiro rwampara kazo, butebo busia budaka tororo butaleja pallisa kibuku, masindi kagadi kibaale kikuube buliisa kakumiro kiryandongo hoima, kamuli iganga namayingo luuka kaliro jinja buyende namutumba bugiri mayuge bugweri, kween bukwo kapchorwa bududa manafwa sironko mbale namisindwa bulambuli, kampala, moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk karenga, rukungiri rubanda rukiga kanungu kisoro kabale, alebtong kole amolatar dokolo apac lira otuke oyam kwania, buikwe luwero nakasongola mubende buvuma kayunga kyankwanzi kiboga mukono nakaseke mityana kassanda, masaka kalangala wakiso bukomansimbi mpigi lwengo lyantonde ssembabule butambala kalungu kyotera gomba rakai, bukedea kaberamaido soroti serere amuria katakwi kumi ngora kapelebyong kalaki, kabarole bunyangabu kyegegwa kyenjojo kasese kamwenge ntoroko bundibugyo kitagwenda, maracha pakwach zombo yumbe adjumani arua nebbi koboko moyo madiokollo obongi"
"139","ID-148","World Health Organisation","IRISH AID","ireland","new_project",NA,"yes","899122","Coordination,Infection prevention,Surveillance,Laboratory,Case management,ICT innovations,Mental health,Risk communications,Logistics,Human resources","information_product orientation_surge deploy_national_rapid_response tech_support_lg moh_support_lg, adapted_ipc_standard_operating_procedures procure_ipc ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission surveillance_hospitals, rapid_risk_capacity_assessment_district surveillance_guidelines_training distribute_tools orient_workers_surveillance training_field_guide_border entry_point_supervisors case_investigation risk_centre_identification contact_tracing_followup,  orientation_workers_rrh orientation_detection_linking_kampala orientation_detection_linking_isolation_facilities assess_readiness activate_ambulance orientation_workers_icu, none, implement_elmis telemedicine_approach telemedicine_orientation, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, cash supplies personnel, procure_ppe procure_medicine procure_waste_management_supplies procure_blood_testing procure_thermometers fuel med_equipment_maintenance, recruitment_costs surge_staff border_health_staff compensation_responders compensation_health_providers lab_field_sample_central security_personnel_isolation facilitate_response_teams surge_staff_moh",NA,"","acholi ankole bukedi bunyoro busoga elgon kampala karamoja kigezi lango northbuganda southbuganda teso toro westnile","lamwo omoro amuru kitgum gulu agago pader nwoya, ibanda sheema rubirizi ntungamo mbarara mitooma kiruhura buhweju bushenyi isingiro rwampara kazo, butebo busia budaka tororo butaleja pallisa kibuku, masindi kagadi kibaale kikuube buliisa kakumiro kiryandongo hoima, kamuli iganga namayingo luuka kaliro jinja buyende namutumba bugiri mayuge bugweri, kween bukwo kapchorwa bududa manafwa sironko mbale namisindwa bulambuli, kampala, moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk karenga, rukungiri rubanda rukiga kanungu kisoro kabale, alebtong kole amolatar dokolo apac lira otuke oyam kwania, buikwe luwero nakasongola mubende buvuma kayunga kyankwanzi kiboga mukono nakaseke mityana kassanda, masaka kalangala wakiso bukomansimbi mpigi lwengo lyantonde ssembabule butambala kalungu kyotera gomba rakai, bukedea kaberamaido soroti serere amuria katakwi kumi ngora kapelebyong kalaki, kabarole bunyangabu kyegegwa kyenjojo kasese kamwenge ntoroko bundibugyo kitagwenda, maracha pakwach zombo yumbe adjumani arua nebbi koboko moyo madiokollo obongi"
"140","ID-149","World Health Organisation","DFID","uk","new_project",NA,"yes","620716","Coordination,Surveillance,Laboratory,Logistics,Human resources","simulation_exercises orientation_surge deploy_national_rapid_response tech_support_lg moh_support_lg, none, orient_workers_surveillance case_investigation contact_tracing_followup,  none, none, none, none,  fuel, recruitment_costs surge_staff border_health_staff compensation_responders compensation_health_providers lab_field_sample_central security_personnel_isolation facilitate_response_teams surge_staff_moh",NA,"","acholi ankole bukedi bunyoro busoga elgon kampala karamoja kigezi lango northbuganda southbuganda teso toro westnile","lamwo omoro amuru kitgum gulu agago pader nwoya, ibanda sheema rubirizi ntungamo mbarara mitooma kiruhura buhweju bushenyi isingiro rwampara kazo, butebo busia budaka tororo butaleja pallisa kibuku, masindi kagadi kibaale kikuube buliisa kakumiro kiryandongo hoima, kamuli iganga namayingo luuka kaliro jinja buyende namutumba bugiri mayuge bugweri, kween bukwo kapchorwa bududa manafwa sironko mbale namisindwa bulambuli, kampala, moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk karenga, rukungiri rubanda rukiga kanungu kisoro kabale, alebtong kole amolatar dokolo apac lira otuke oyam kwania, buikwe luwero nakasongola mubende buvuma kayunga kyankwanzi kiboga mukono nakaseke mityana kassanda, masaka kalangala wakiso bukomansimbi mpigi lwengo lyantonde ssembabule butambala kalungu kyotera gomba rakai, bukedea kaberamaido soroti serere amuria katakwi kumi ngora kapelebyong kalaki, kabarole bunyangabu kyegegwa kyenjojo kasese kamwenge ntoroko bundibugyo kitagwenda, maracha pakwach zombo yumbe adjumani arua nebbi koboko moyo madiokollo obongi"
"141","ID-150","World Health Organisation","DANISH","denmark","new_project",NA,"yes","1425771","Coordination,Infection prevention,Case management,Mental health,Human resources","national_task_force_district_task_force monitor_plan_implementation orientation_surge moh_support_lg, adapted_ipc_standard_operating_procedures procure_ipc ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission surveillance_hospitals, none,  orientation_workers_rrh orientation_detection_linking_kampala orientation_detection_linking_isolation_facilities assess_readiness activate_ambulance orientation_workers_icu, none, none, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials,  none, compensation_responders security_personnel_isolation facilitate_response_teams surge_staff_moh",NA,"","acholi ankole bukedi bunyoro busoga elgon kampala karamoja kigezi lango northbuganda southbuganda teso toro westnile","lamwo omoro amuru kitgum gulu agago pader nwoya, ibanda sheema rubirizi ntungamo mbarara mitooma kiruhura buhweju bushenyi isingiro rwampara, butebo busia budaka tororo butaleja pallisa kibuku, masindi kagadi kibaale kikuube buliisa kakumiro kiryandongo hoima, kamuli iganga namayingo luuka kaliro jinja buyende namutumba bugiri mayuge bugweri, kween bukwo kapchorwa bududa manafwa sironko mbale namisindwa bulambuli, kampala, moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk karenga, rukungiri rubanda rukiga kanungu kisoro kabale, alebtong kole amolatar dokolo apac lira otuke oyam kwania, buikwe luwero nakasongola mubende buvuma kayunga kyankwanzi kiboga mukono nakaseke mityana kassanda, masaka kalangala wakiso bukomansimbi mpigi lwengo lyantonde ssembabule butambala kalungu kyotera gomba rakai, bukedea kaberamaido soroti serere amuria katakwi kumi ngora kapelebyong kalaki, kabarole bunyangabu kyegegwa kyenjojo kasese kamwenge ntoroko bundibugyo kitagwenda, maracha pakwach zombo yumbe adjumani arua nebbi koboko moyo madiokollo obongi"
"142","ID-151","United States Agency for International Development","Community Epidemic and Pandemic Preparedness (CP3)","us","ongoing_project","yes",NA,"157500","Risk communications","none, none, none,  none, none, none, none, personnel, none, none",NA,"International Federation of the Red Cross (IFRC)","kampala","kampala"
"143","ID-152","United States Agency for International Development","Medicines, Technologies, and Pharmaceutical Services (MTaPS)","us","ongoing_project","yes",NA,"150000","Infection prevention","none, adapted_ipc_standard_operating_procedures procure_ipc ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission surveillance_hospitals, none,  none, none, none, none,  none, none",NA,"Management Sciences for Health","kampala","kampala"
"144","ID-153","United States Agency for International Development","Regional Health Integration to Enhance Services in Eastern Uganda (RHITES-E)","us","ongoing_project","yes",NA,"3e+05","Infection prevention,Surveillance,Laboratory,Case management,ICT innovations,Logistics","none, adapted_ipc_standard_operating_procedures ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission surveillance_hospitals, rapid_risk_capacity_assessment_district surveillance_guidelines_training distribute_tools orient_workers_surveillance case_investigation contact_tracing_followup,  orientation_workers_rrh orientation_detection_linking_isolation_facilities assess_readiness orientation_workers_icu medicine_home_isolation, none, e_meetings strengthen_district_data, none,  offloading_transport, none",NA,"Intrahealth International, Intrahealth International, Intrahealth International, Intrahealth International","bukedi elgon teso","butebo busia budaka tororo butaleja pallisa kibuku, kween bukwo kapchorwa bududa manafwa sironko mbale namisindwa bulambuli, bukedea kaberamaido soroti serere amuria katakwi kumi ngora kapelebyong kalaki"
"145","ID-154","United States Agency for International Development","Regional Health Integration to Enhance Services in East Central Uganda (RHITES-EC)","us","ongoing_project","yes",NA,"3e+05","Infection prevention,Surveillance,Laboratory,Case management,ICT innovations,Logistics","none, adapted_ipc_standard_operating_procedures ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission surveillance_hospitals, rapid_risk_capacity_assessment_district surveillance_guidelines_training distribute_tools orient_workers_surveillance case_investigation contact_tracing_followup,  orientation_workers_rrh orientation_detection_linking_isolation_facilities assess_readiness orientation_workers_icu medicine_home_isolation, none, e_meetings strengthen_district_data, none,  offloading_transport, none",NA,"University Research Co., LLC, University Research Co., LLC, University Research Co., LLC, University Research Co., LLC","busoga","kamuli iganga namayingo luuka kaliro jinja buyende namutumba bugiri mayuge bugweri"
"146","ID-155","United States Agency for International Development","Regional Health Integration to Enhance Services in Southwest Uganda (RHITES-SW)","us","ongoing_project","yes",NA,"308000","Infection prevention,Surveillance,Laboratory,Case management,ICT innovations,Logistics,Human resources","none, adapted_ipc_standard_operating_procedures ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission surveillance_hospitals, rapid_risk_capacity_assessment_district surveillance_guidelines_training distribute_tools orient_workers_surveillance case_investigation contact_tracing_followup,  orientation_workers_rrh orientation_detection_linking_isolation_facilities assess_readiness orientation_workers_icu medicine_home_isolation, none, e_meetings strengthen_district_data, none,  offloading_transport, recruitment_costs",NA,"Elizabeth Glaser Pediatric AIDS Foundation (EGPAF), Elizabeth Glaser Pediatric AIDS Foundation (EGPAF), Elizabeth Glaser Pediatric AIDS Foundation (EGPAF), Elizabeth Glaser Pediatric AIDS Foundation (EGPAF), Elizabeth Glaser Pediatric AIDS Foundation (EGPAF)","ankole kigezi","ibanda sheema rubirizi ntungamo mbarara mitooma kiruhura buhweju bushenyi isingiro rwampara kazo, rukungiri rubanda rukiga kanungu kisoro kabale"
"147","ID-156","United States Agency for International Development","Regional Health Integration to Enhance Services in North Lango Uganda (RHITES-N Lango)","us","ongoing_project","yes",NA,"3e+05","Infection prevention,Surveillance,Laboratory,Case management,ICT innovations,Logistics","none, adapted_ipc_standard_operating_procedures ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission surveillance_hospitals, rapid_risk_capacity_assessment_district surveillance_guidelines_training distribute_tools orient_workers_surveillance case_investigation contact_tracing_followup,  orientation_workers_rrh orientation_detection_linking_isolation_facilities assess_readiness orientation_workers_icu medicine_home_isolation, none, e_meetings strengthen_district_data, none,  offloading_transport, none",NA,"John Snow Inc.","lango","alebtong kole amolatar dokolo apac lira otuke oyam kwania"
"148","ID-157","United States Agency for International Development","Regional Health Integration to Enhance Services in North Acholi, Uganda (RHITES-N Acholi)","us","ongoing_project","yes",NA,"3e+05","Infection prevention,Surveillance,Laboratory,Case management,ICT innovations","none, adapted_ipc_standard_operating_procedures ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission surveillance_hospitals, rapid_risk_capacity_assessment_district surveillance_guidelines_training distribute_tools orient_workers_surveillance entry_point_supervisors case_investigation containment_measures_geographic,  orientation_workers_rrh orientation_detection_linking_isolation_facilities assess_readiness orientation_workers_icu medicine_home_isolation, none, e_meetings strengthen_district_data, none,  none, none",NA,"University Research Co., LLC, University Research Co., LLC, University Research Co., LLC","acholi","lamwo omoro amuru kitgum gulu agago pader nwoya"
"149","ID-158","Lutheran World Federation","Promoting Sustainable Livelihoods, Environmental Protection and Psycho social Support among South Sudan Refugees and Host Community in Adjumani Refugee Settlement.","Bread for the World – Protestant Development Service","ongoing_project","yes",NA,"9931","Coordination,Case management,WASH,Mental health,Risk communications,Logistics,Human resources","other, none, none,  food_assitance_isolation, support_engagements_with_authorities procure_wash_infrastructure, none, mhpss_counsellors, cash supplies personnel, procure_ppe offloading_transport provision_mattresses_bedding procure_sanitizer procure_soap other, facilitate_response_teams",NA,"","westnile","adjumani"
"150","ID-159","Lutheran World Federation","Protection of Human dignity for Congolese and South Sudanese refugees in Uganda","Church of Sweden/ SIDA","ongoing_project","yes",NA,"64907","Coordination,Infection prevention,Case management,WASH,Mental health,Risk communications,Logistics,Human resources","other, other, none,  food_assitance_isolation food_assistance_quarantine_other, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, none, mhpss_counsellors other, cash personnel, procure_ppe procure_thermometers offloading_transport provision_mattresses_bedding procure_sanitizer procure_soap, facilitate_response_teams","Traing of VHTs, CBOs and local leaders on COVID 19 prevention and Response, Training Staff on COVID 19 Prevention","","acholi toro westnile, acholi toro westnile","lamwo, kamwenge, adjumani, lamwo"
"151","ID-160","Amref Health Africa in Uganda","SRHR project  in Amuru - Incoporated COVID -19 activities","Flying Doctors  Amref Netherlands, Internal Funding","ongoing_project","yes",NA,"25906","Coordination,Infection prevention,Surveillance,Laboratory,Case management,WASH,Risk communications,Logistics,Human resources","information_product simulation_exercises ehd_districts_wash other, ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission surveillance_hospitals other, distribute_tools,  orientation_workers_icu, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, none, none, cash supplies personnel, procure_ppe procure_uniform procure_waste_management_supplies procure_thermometers offloading_transport procure_medical_equipment procure_sanitizer procure_soap procure_watertanks procure_boots, other",NA,"Amref Health Africa, Amref Health Africa, Amref Health Africa","acholi","amuru"
"152","ID-161","Amref Health Africa in Uganda","Total Health  project","Flying Doctors  Amref Netherlands","ongoing_project","yes",NA,"30000","Coordination,WASH,Risk communications,Logistics","national_task_force_district_task_force tech_support_lg, none, none,  none, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, none, none, supplies personnel, purchase_megaphones_vht procure_sanitizer procure_soap procure_watertanks wash_costs, none",NA,"","acholi","amuru"
"153","ID-162","Amref Health Africa in Uganda","Ebola PROJECT","Flying Doctors  Amref Netherlands","ongoing_project","yes",NA,"25000","Coordination,Case management,Risk communications,Logistics","national_task_force_district_task_force tech_support_lg other, none, none,  orientation_workers_rrh, none, none, none, supplies, procure_ppe procure_waste_management_supplies print_statutory_instrument procure_sanitizer procure_bottles procure_soap wash_costs, none",NA,"","westnile","arua"
"154","ID-163","Amref Health Africa in Uganda","MEDICAL SPECIALISED OUT REACH","Flying Doctors  Amref Netherlands","ongoing_project","yes",NA,"21371","Risk communications,Logistics","none, none, none,  none, none, none, none, cash supplies, procure_ppe procure_uniform procure_medicine procure_waste_management_supplies procure_thermometers procure_medical_equipment procure_sanitizer procure_soap chlorination procure_boots wash_costs, none",NA,"","acholi karamoja","lamwo kitgum, kaabong"
"155","ID-164","CARE International ","Advancing Women's Economic Empowerment and Resilience in Humanitarian setting","unwomen","ongoing_project","yes",NA,"16000","Coordination,WASH,Risk communications,Logistics,Human resources","information_product tech_support_lg moh_support_lg other, none, none,  none, procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, none, none, cash personnel, procure_sanitizer procure_soap, facilitate_response_teams",NA,"","westnile","yumbe adjumani"
"156","ID-165","CARE International ","Lifesaving GBV, Women’s Leadership, and SRMH Support for Refugees in Uganda – 2020-2022, CARE","Canada - Global affairs Canada","ongoing_project","yes",NA,"16500","Coordination,Infection prevention,Surveillance,Laboratory,WASH,Mental health,Risk communications,Logistics","information_product orientation_surge tech_support_lg ehd_districts_wash other, procure_ipc ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission, orient_workers_surveillance training_field_guide_border,  none, procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, none, mhpss_counsellors, cash personnel, procure_ppe procure_thermometers offloading_transport, none",NA,"","westnile","arua"
"157","ID-166","Save the Children International","Apolou COVID 19 Response","Mercy Corps/USAID","ongoing_project","yes",NA,"64294","WASH,ICT innovations,Risk communications","none, none, none,  none, procure_wash_infrastructure, telecoms_call_center, none, supplies, none, none",NA,"District Taskforce","karamoja","moroto kaabong kotido amudat karenga"
"158","ID-167","CARE International","Access Protection Empowerment Accountability & Leadership (APEAL)","European Civil Protection & Humanitarian Aid Operations (ECHO)","ongoing_project","yes",NA,"67426","Coordination,Infection prevention,ICT innovations,Mental health,Risk communications,Human resources","information_product orientation_surge moh_support_lg, ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission other, none,  none, none, emergency_hotline, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, supplies, none, compensation_responders facilitate_response_teams","COVID 19 S/GBV Prevention/Case Management Response, Reducing the Effects of COVID 19 to Young Women and adolescent girls through Child Protection and Menstrual Health Management, Access to livelihood opportunities during COVID 19 through Youth/Village Savings & Loans Associations. Inclusion of Persons With Disabilities (PWD's) in COVID 19 response","SCI, IRC, WoMena uganda, Kabarole Resource & Research Center, Humanity Inclusion, War Child Holland, Uganda Law Society, TPO Uganda, SCI, IRC, WoMena uganda, Kabarole Resource & Research Center, Humanity Inclusion, War Child Holland, Uganda Law Society, TPO Uganda, TPO Uganda, War Child Holland, TPO Uganda, Humanity Inclusion (HI), SCI, IRC, WoMena uganda, Kabarole Resource & Research Center, Humanity Inclusion, War Child Holland, Uganda Law Society, TPO Uganda","bunyoro toro, bunyoro toro","kikuube, kyegegwa, kikuube"
"159","ID-168","Lutheran World Federation","SALIMA (Safeguarding Lives with Integrated Multi-sector Assistance)","PRM","ongoing_project","yes",NA,"80000","WASH,Risk communications,Logistics,Human resources","none, none, none,  none, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees other, none, none, supplies personnel, procure_ppe procure_sanitizer procure_soap procure_watertanks wash_costs, facilitate_response_teams",NA,"","acholi bunyoro westnile, acholi bunyoro westnile, bunyoro westnile","lamwo, kikuube, adjumani obongi, lamwo"
"160","ID-169","Cordaid","WASH for COVID-19 outbreak prevention","Internal Funding","new_project",NA,"yes","204400","Infection prevention,Surveillance,Laboratory,WASH,Mental health,Risk communications,Logistics,Human resources","none, ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission, orient_workers_surveillance contact_tracing_followup,  none, procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, none, mhpss_counsellors mhpss_services_supervisor_monitor, cash supplies, procure_ppe procure_uniform purchase_megaphones_vht procure_sanitizer procure_soap procure_boots wash_costs, recruitment_costs other",NA,"","bunyoro westnile, bunyoro westnile, westnile","kikuube, arua, kikuube"
"161","ID-170","Clinton Health Access Initiative","COVID-19 Activities Only","UNITAID, Bill and Melinda Gates Foundation, ELMA Foundation","ongoing_project","yes",NA,"7e+05","Coordination,Infection prevention,Surveillance,Laboratory,Case management,Logistics,Human resources","national_task_force_district_task_force deploy_national_rapid_response tech_support_lg other, surveillance_hospitals, rapid_risk_capacity_assessment_district surveillance_guidelines_training distribute_tools orient_workers_surveillance entry_point_supervisors contact_tracing_followup,  orientation_workers_rrh assess_readiness, none, none, none,  procure_medicine med_equipment_maintenance procure_medical_equipment, lab_field_sample_central",NA,"","bunyoro busoga kampala northbuganda southbuganda, busoga northbuganda, busoga","kagadi kibaale kakumiro, kamuli iganga kaliro jinja, kampala, mubende mityana kassanda, masaka lwengo, jinja, mubende, kamuli iganga kaliro"
