"District","Coordination_n","PreventionControl_n","Surveillance_n","RiskCommunication_n","MentalHealth_n","ICTInnovation_n","WASH_n","Logistics_n","HumanResources_n","CaseManagement_n","Coordination","PreventionControl","Surveillance","CaseManagement","RiskCommunication","MentalHealth","ICTInnovation","WASH","Logistics","HumanResources"
"BUNDIBUGYO",4,4,4,7,4,4,4,5,4,4,"Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Care and Assistance For Forced Migrants (CAFOMI) | Tackling Deadly Diseases in Africa Programme (TDDAP) | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Care and Assistance For Forced Migrants (CAFOMI) | Save the Children International | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Care and Assistance For Forced Migrants (CAFOMI) | Ministry of Security | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Care and Assistance For Forced Migrants (CAFOMI) | Save the Children International | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Care and Assistance For Forced Migrants (CAFOMI) | Farm Radio International | Save the Children International | UNICEF | World Health Organisation | World Vision Uganda","Care and Assistance For Forced Migrants (CAFOMI) | Save the Children International | World Health Organisation | World Vision Uganda","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Care and Assistance For Forced Migrants (CAFOMI) | Farm Radio International | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Care and Assistance For Forced Migrants (CAFOMI) | Farm Radio International | World Vision Uganda","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Care and Assistance For Forced Migrants (CAFOMI) | UNICEF | World Health Organisation | World Vision Uganda","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Care and Assistance For Forced Migrants (CAFOMI) | World Health Organisation | World Vision Uganda"
"BUNYANGABU",2,2,3,4,1,3,2,3,2,2,"Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Ministry of Security | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Farm Radio International | UNICEF | World Health Organisation","World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Farm Radio International | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Farm Radio International","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | UNICEF | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | World Health Organisation"
"KABAROLE",4,3,3,7,1,3,3,4,2,3,"Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Makerere University Walter Reed Project | Welthungerhilfe | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Welthungerhilfe | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Ministry of Security | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Makerere University Walter Reed Project | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Broederlijk Delen | Farm Radio International | Save the Children International | UNICEF | Welthungerhilfe | World Health Organisation","World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Farm Radio International | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Farm Radio International | Welthungerhilfe","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | UNICEF | Welthungerhilfe | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | World Health Organisation"
"KAMWENGE",8,8,6,11,6,3,7,6,6,7,"Adventist Development & Relief Agency (ADRA) | Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | International Rescue Committee (IRC) | Lutheran World Federation | Medical Teams International | UNICEF | United Nations High Commissioner For Refugees | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | International Rescue Committee (IRC) | Lutheran World Federation | Medical Teams International | Save the Children International | UNICEF | United Nations High Commissioner For Refugees | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | International Rescue Committee (IRC) | Medical Teams International | Ministry of Security | United Nations High Commissioner For Refugees | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | International Rescue Committee (IRC) | Lutheran World Federation | Medical Teams International | UNICEF | United Nations High Commissioner For Refugees | World Health Organisation","Adventist Development & Relief Agency (ADRA) | Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Farm Radio International | International Rescue Committee (IRC) | Lutheran World Federation | Medical Teams International | Save the Children International | UNICEF | United Nations High Commissioner For Refugees | World Health Organisation | World Vision Uganda","Lutheran World Federation | Save the Children International | UNICEF | United Nations High Commissioner For Refugees | World Health Organisation | World Vision Uganda","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Farm Radio International | World Health Organisation","Adventist Development & Relief Agency (ADRA) | Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Farm Radio International | Lutheran World Federation | UNICEF | United Nations High Commissioner For Refugees | World Vision Uganda","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Lutheran World Federation | UNICEF | United Nations High Commissioner For Refugees | World Health Organisation | World Vision Uganda","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Lutheran World Federation | UNICEF | United Nations High Commissioner For Refugees | World Health Organisation | World Vision Uganda"
"KASESE",8,7,4,8,4,4,5,6,4,6,"Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | International Rescue Committee (IRC) | Makerere University Walter Reed Project | Tackling Deadly Diseases in Africa Programme (TDDAP) | UNICEF | United Nations Population Fund (UNFPA) | Welthungerhilfe | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | International Rescue Committee (IRC) | Save the Children International | UNICEF | United Nations Population Fund (UNFPA) | Welthungerhilfe | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | International Rescue Committee (IRC) | Ministry of Security | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | International Rescue Committee (IRC) | Save the Children International | UNICEF | United Nations Population Fund (UNFPA) | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Farm Radio International | International Rescue Committee (IRC) | Save the Children International | UNICEF | United Nations Population Fund (UNFPA) | Welthungerhilfe | World Health Organisation","Save the Children International | UNICEF | United Nations Population Fund (UNFPA) | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Farm Radio International | United Nations Population Fund (UNFPA) | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Farm Radio International | International Rescue Committee (IRC) | UNICEF | Welthungerhilfe","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | International Rescue Committee (IRC) | UNICEF | United Nations Population Fund (UNFPA) | Welthungerhilfe | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | International Rescue Committee (IRC) | UNICEF | World Health Organisation"
"KITAGWENDA",2,2,3,4,1,3,2,3,2,2,"Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Ministry of Security | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Farm Radio International | UNICEF | World Health Organisation","World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Farm Radio International | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Farm Radio International","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | UNICEF | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | World Health Organisation"
"KYEGEGWA",10,9,6,15,9,5,8,8,5,7,"Adventist Development & Relief Agency (ADRA) | Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | CARE International | International Rescue Committee (IRC) | Medical Teams International | Street Child of Uganda | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | CARE International | International Rescue Committee (IRC) | Medical Teams International | Save the Children International | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | International Rescue Committee (IRC) | Medical Teams International | Ministry of Security | United Nations High Commissioner For Refugees | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | International Rescue Committee (IRC) | Medical Teams International | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | World Health Organisation","Adventist Development & Relief Agency (ADRA) | Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | CARE International | Danish Refugee Council (DRC) | Farm Radio International | Humanity & Inclusion | International Rescue Committee (IRC) | Medical Teams International | Oxfam | Save the Children International | Street Child of Uganda | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | World Health Organisation","CARE International | Humanity & Inclusion | International Rescue Committee (IRC) | Save the Children International | Street Child of Uganda | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | CARE International | Farm Radio International | United Nations Population Fund (UNFPA) | World Health Organisation","Adventist Development & Relief Agency (ADRA) | Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Farm Radio International | International Rescue Committee (IRC) | Oxfam | Street Child of Uganda | UNICEF | United Nations High Commissioner For Refugees","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Danish Refugee Council (DRC) | Humanity & Inclusion | International Rescue Committee (IRC) | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Danish Refugee Council (DRC) | UNICEF | United Nations High Commissioner For Refugees | World Health Organisation"
"KYENJOJO",2,2,3,4,1,3,2,3,2,2,"Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Ministry of Security | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Farm Radio International | UNICEF | World Health Organisation","World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Farm Radio International | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Farm Radio International","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | UNICEF | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | World Health Organisation"
"NTOROKO",7,7,7,9,4,4,4,5,4,6,"Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Care and Assistance For Forced Migrants (CAFOMI) | International Rescue Committee (IRC) | Malteser International | Medical Teams International | Tackling Deadly Diseases in Africa Programme (TDDAP) | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Care and Assistance For Forced Migrants (CAFOMI) | International Rescue Committee (IRC) | Malteser International | Medical Teams International | Save the Children International | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Care and Assistance For Forced Migrants (CAFOMI) | International Rescue Committee (IRC) | Malteser International | Medical Teams International | Ministry of Security | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Care and Assistance For Forced Migrants (CAFOMI) | International Rescue Committee (IRC) | Medical Teams International | Save the Children International | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Care and Assistance For Forced Migrants (CAFOMI) | Farm Radio International | International Rescue Committee (IRC) | Malteser International | Medical Teams International | Save the Children International | UNICEF | World Health Organisation","Care and Assistance For Forced Migrants (CAFOMI) | Malteser International | Save the Children International | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Care and Assistance For Forced Migrants (CAFOMI) | Farm Radio International | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Care and Assistance For Forced Migrants (CAFOMI) | Farm Radio International | Malteser International","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Care and Assistance For Forced Migrants (CAFOMI) | Malteser International | UNICEF | World Health Organisation","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda) | Care and Assistance For Forced Migrants (CAFOMI) | Malteser International | World Health Organisation"
"ADJUMANI",17,16,11,22,10,6,11,17,10,11,"Action Against Hunger | AVSI FOUNDATION | Ayuda en Accion Uganda | CARE International  | Danish Refugee Council (DRC) | International Rescue Committee (IRC) | Jesuit Regufee Service (JRS) | Lutheran World Federation | Medical Teams International | Norwegian Refugee Council (NRC) | Self Help Africa | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | Womena Uganda | World Health Organisation | World Vision Uganda","AVSI FOUNDATION | Ayuda en Accion Uganda | CARE International  | Food for the Hungry | Infectious Diseases Institute | Makerere University | International Rescue Committee (IRC) | Lutheran World Federation | Medical Teams International | Save the Children International | Self Help Africa | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | World Health Organisation | World Vision Uganda","AVSI FOUNDATION | Ayuda en Accion Uganda | Food for the Hungry | Infectious Diseases Institute | Makerere University | International Rescue Committee (IRC) | Lutheran World Federation | Medical Teams International | Ministry of Security | United Nations High Commissioner For Refugees | World Health Organisation","AVSI FOUNDATION | Ayuda en Accion Uganda | Infectious Diseases Institute | Makerere University | International Rescue Committee (IRC) | Lutheran World Federation | Medical Teams International | UNICEF | United Nations High Commissioner For Refugees | Womena Uganda | World Health Organisation","Action Against Hunger | AVSI FOUNDATION | Ayuda en Accion Uganda | CARE International  | Danish Refugee Council (DRC) | Farm Radio International | Food for the Hungry | Infectious Diseases Institute | Makerere University | International Rescue Committee (IRC) | Lutheran World Federation | Medical Teams International | Norwegian Refugee Council (NRC) | Save the Children International | Self Help Africa | Tutapona | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | Womena Uganda | World Health Organisation | World Vision Uganda","Ayuda en Accion Uganda | Jesuit Regufee Service (JRS) | Lutheran World Federation | Norwegian Refugee Council (NRC) | Tutapona | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | World Health Organisation | World Vision Uganda","Farm Radio International | Infectious Diseases Institute | Makerere University | Tutapona | United Nations Population Fund (UNFPA) | World Health Organisation","AVSI FOUNDATION | CARE International  | Farm Radio International | Food for the Hungry | Lutheran World Federation | Norwegian Refugee Council (NRC) | Self Help Africa | UNICEF | United Nations High Commissioner For Refugees | Womena Uganda | World Vision Uganda","Action Against Hunger | AVSI FOUNDATION | Ayuda en Accion Uganda | CARE International  | Danish Refugee Council (DRC) | Food for the Hungry | Infectious Diseases Institute | Makerere University | Lutheran World Federation | Mission Aviation Fellowship (MAF) | Norwegian Refugee Council (NRC) | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | Womena Uganda | World Health Organisation | World Vision Uganda","CARE International  | Danish Refugee Council (DRC) | Food for the Hungry | International Rescue Committee (IRC) | Lutheran World Federation | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | Womena Uganda | World Health Organisation"
"ARUA",13,14,9,22,13,6,15,21,9,11,"Amref Health Africa in Uganda | AVSI FOUNDATION | CARE International  | Dan Church Aid (DCA) | Danish Refugee Council (DRC) | International Rescue Committee (IRC) | Norwegian Refugee Council (NRC) | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | Welthungerhilfe | World Health Organisation | World Vision Uganda","AVSI FOUNDATION | CARE International  | Cordaid | Infectious Diseases Institute | Makerere University | International Rescue Committee (IRC) | Oxfam | Save the Children International | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | Welthungerhilfe | World Health Organisation | World Vision Uganda","AVSI FOUNDATION | CARE International  | Cordaid | Infectious Diseases Institute | Makerere University | International Rescue Committee (IRC) | Ministry of Security | United Nations High Commissioner For Refugees | World Health Organisation","Amref Health Africa in Uganda | AVSI FOUNDATION | Danish Refugee Council (DRC) | Infectious Diseases Institute | Makerere University | International Rescue Committee (IRC) | Save the Children International | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | World Health Organisation","Amref Health Africa in Uganda | AVSI FOUNDATION | CARE International | CARE International  | Cordaid | Dan Church Aid (DCA) | Danish Refugee Council (DRC) | Farm Radio International | Humanity & Inclusion | Infectious Diseases Institute | Makerere University | International Rescue Committee (IRC) | Norwegian Refugee Council (NRC) | Oxfam | Save the Children International | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | Welthungerhilfe | World Health Organisation | World Vision Uganda | ZOA","CARE International | CARE International  | Cordaid | Danish Refugee Council (DRC) | Humanity & Inclusion | International Rescue Committee (IRC) | Norwegian Refugee Council (NRC) | Save the Children International | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | World Health Organisation | World Vision Uganda","Danish Refugee Council (DRC) | Farm Radio International | Infectious Diseases Institute | Makerere University | United Nations Population Fund (UNFPA) | World Health Organisation","AVSI FOUNDATION | CARE International | CARE International  | Cordaid | Danish Refugee Council (DRC) | Farm Radio International | International Rescue Committee (IRC) | Malteser International | Norwegian Refugee Council (NRC) | Oxfam | UNICEF | United Nations High Commissioner For Refugees | Welthungerhilfe | World Vision Uganda | ZOA","Amref Health Africa in Uganda | AVSI FOUNDATION | CARE International | CARE International  | Cordaid | Dan Church Aid (DCA) | Danish Refugee Council (DRC) | Humanity & Inclusion | Infectious Diseases Institute | Makerere University | International Rescue Committee (IRC) | Malteser International | Mission Aviation Fellowship (MAF) | Norwegian Refugee Council (NRC) | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | Welthungerhilfe | World Health Organisation | World Vision Uganda | ZOA","Cordaid | Danish Refugee Council (DRC) | International Rescue Committee (IRC) | Malteser International | Save the Children International | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | World Health Organisation"
"KOBOKO",10,8,6,11,6,6,6,11,5,7,"Action Against Hunger | AVSI FOUNDATION | Dan Church Aid (DCA) | Danish Refugee Council (DRC) | Tackling Deadly Diseases in Africa Programme (TDDAP) | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | World Health Organisation | World Vision Uganda","AVSI FOUNDATION | Infectious Diseases Institute | Makerere University | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | World Health Organisation | World Vision Uganda","AVSI FOUNDATION | Infectious Diseases Institute | Makerere University | Ministry of Security | United Nations High Commissioner For Refugees | World Health Organisation","AVSI FOUNDATION | Danish Refugee Council (DRC) | Infectious Diseases Institute | Makerere University | UNICEF | United Nations High Commissioner For Refugees | World Health Organisation","AVSI FOUNDATION | Dan Church Aid (DCA) | Danish Refugee Council (DRC) | Farm Radio International | Infectious Diseases Institute | Makerere University | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | World Health Organisation | World Vision Uganda","Danish Refugee Council (DRC) | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | World Health Organisation | World Vision Uganda","Danish Refugee Council (DRC) | Farm Radio International | Infectious Diseases Institute | Makerere University | United Nations Population Fund (UNFPA) | World Health Organisation","AVSI FOUNDATION | Danish Refugee Council (DRC) | Farm Radio International | UNICEF | United Nations High Commissioner For Refugees | World Vision Uganda","Action Against Hunger | AVSI FOUNDATION | Dan Church Aid (DCA) | Danish Refugee Council (DRC) | Infectious Diseases Institute | Makerere University | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | World Health Organisation | World Vision Uganda","Danish Refugee Council (DRC) | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | World Health Organisation"
"MADIOKOLLO",9,10,8,13,4,6,7,13,8,9,"AVSI FOUNDATION | Dan Church Aid (DCA) | Danish Refugee Council (DRC) | International Rescue Committee (IRC) | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | Voluntary Services Overseas (VSO) | World Health Organisation","AVSI FOUNDATION | CARE International  | Infectious Diseases Institute | Makerere University | International Rescue Committee (IRC) | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | Voluntary Services Overseas (VSO) | World Health Organisation","AVSI FOUNDATION | Infectious Diseases Institute | Makerere University | International Rescue Committee (IRC) | Ministry of Security | United Nations High Commissioner For Refugees | Voluntary Services Overseas (VSO) | World Health Organisation","AVSI FOUNDATION | Infectious Diseases Institute | Makerere University | International Rescue Committee (IRC) | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | Voluntary Services Overseas (VSO) | World Health Organisation","AVSI FOUNDATION | CARE International  | Dan Church Aid (DCA) | Danish Refugee Council (DRC) | Farm Radio International | Infectious Diseases Institute | Makerere University | International Rescue Committee (IRC) | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | Voluntary Services Overseas (VSO) | World Health Organisation","UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | World Health Organisation","Farm Radio International | Infectious Diseases Institute | Makerere University | United Nations Population Fund (UNFPA) | Voluntary Services Overseas (VSO) | World Health Organisation","AVSI FOUNDATION | Farm Radio International | International Rescue Committee (IRC) | Malteser International | UNICEF | United Nations High Commissioner For Refugees | Voluntary Services Overseas (VSO)","AVSI FOUNDATION | CARE International | Dan Church Aid (DCA) | Danish Refugee Council (DRC) | Infectious Diseases Institute | Makerere University | International Rescue Committee (IRC) | Malteser International | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | Voluntary Services Overseas (VSO) | World Health Organisation","Danish Refugee Council (DRC) | International Rescue Committee (IRC) | Malteser International | UNICEF | United Nations High Commissioner For Refugees | United Nations Population Fund (UNFPA) | Voluntary Services Overseas (VSO) | World Health Organisation"
"MARACHA",4,6,5,7,3,5,3,6,3,5,"AVSI FOUNDATION | UNICEF | United Nations Population Fund (UNFPA) | World Health Organisation","AVSI FOUNDATION | Infectious Diseases Institute | Makerere University | UNICEF | United Nations Population Fund (UNFPA) | World Health Organisation","AVSI FOUNDATION | Infectious Diseases Institute | Makerere University | Ministry of Security | World Health Organisation","AVSI FOUNDATION | Infectious Diseases Institute | Makerere University | UNICEF | World Health Organisation","AVSI FOUNDATION | Farm Radio International | Infectious Diseases Institute | Makerere University | UNICEF | United Nations Population Fund (UNFPA) | World Health Organisation","UNICEF | United Nations Population Fund (UNFPA) | World Health Organisation","Farm Radio International | Infectious Diseases Institute | Makerere University | United Nations Population Fund (UNFPA) | World Health Organisation","AVSI FOUNDATION | Farm Radio International | UNICEF","AVSI FOUNDATION | Infectious Diseases Institute | Makerere University | UNICEF | United Nations Population Fund (UNFPA) | World Health Organisation","UNICEF | United Nations Population Fund (UNFPA) | World Health Organisation"
"MOYO",7,9,6,11,4,5,4,9,4,6,"AVSI FOUNDATION | Danish Refugee Council (DRC) | Medical Teams International | UNICEF | United Nations Population Fund (UNFPA) | World Health Organisation | World Vision Uganda","AVSI FOUNDATION | CARE International  | Infectious Diseases Institute | Makerere University | Medical Teams International | UNICEF | United Nations Population Fund (UNFPA) | World Health Organisation | World Vision Uganda","AVSI FOUNDATION | Infectious Diseases Institute | Makerere University | Medical Teams International | Ministry of Security | World Health Organisation","AVSI FOUNDATION | Infectious Diseases Institute | Makerere University | Medical Teams International | UNICEF | World Health Organisation","AVSI FOUNDATION | CARE International  | Danish Refugee Council (DRC) | Farm Radio International | Infectious Diseases Institute | Makerere University | Medical Teams International | UNICEF | United Nations Population Fund (UNFPA) | World Health Organisation | World Vision Uganda","UNICEF | United Nations Population Fund (UNFPA) | World Health Organisation | World Vision Uganda","Farm Radio International | Infectious Diseases Institute | Makerere University | United Nations Population Fund (UNFPA) | World Health Organisation","AVSI FOUNDATION | Farm Radio International | UNICEF | World Vision Uganda","AVSI FOUNDATION | Danish Refugee Council (DRC) | Infectious Diseases Institute | Makerere University | Mission Aviation Fellowship (MAF) | UNICEF | United Nations Population Fund (UNFPA) | World Health Organisation | World Vision Uganda","Danish Refugee Council (DRC) | UNICEF | United Nations Population Fund (UNFPA) | World Health Organisation"
"NEBBI",7,8,6,9,3,5,4,8,4,6,"AVSI FOUNDATION | Danish Refugee Council (DRC) | Finnish Mission Uganda / Fida International | Plan International Uganda | UNICEF | United Nations Population Fund (UNFPA) | World Health Organisation","AVSI FOUNDATION | Finnish Mission Uganda / Fida International | Infectious Diseases Institute | Makerere University | Plan International Uganda | UNICEF | United Nations Population Fund (UNFPA) | World Health Organisation","AVSI FOUNDATION | Infectious Diseases Institute | Makerere University | Ministry of Security | Plan International Uganda | World Health Organisation","AVSI FOUNDATION | Infectious Diseases Institute | Makerere University | Plan International Uganda | UNICEF | World Health Organisation","AVSI FOUNDATION | Danish Refugee Council (DRC) | Farm Radio International | Infectious Diseases Institute | Makerere University | Plan International Uganda | UNICEF | United Nations Population Fund (UNFPA) | World Health Organisation","UNICEF | United Nations Population Fund (UNFPA) | World Health Organisation","Farm Radio International | Infectious Diseases Institute | Makerere University | United Nations Population Fund (UNFPA) | World Health Organisation","AVSI FOUNDATION | Farm Radio International | Plan International Uganda | UNICEF","AVSI FOUNDATION | Danish Refugee Council (DRC) | Infectious Diseases Institute | Makerere University | Plan International Uganda | UNICEF | United Nations Population Fund (UNFPA) | World Health Organisation","Danish Refugee Council (DRC) | UNICEF | United Nations Population Fund (UNFPA) | World Health Organisation"
